name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Red Lights,R,Drama,2012,"March 2, 2012 (Spain)",6.2,59000,Rodrigo CortÃ©s,Rodrigo CortÃ©s,Sigourney Weaver,Spain,0,14107313,Millennium Films,114
Arbitrage,R,Drama,2012,"September 14, 2012 (United States)",6.6,51000,Nicholas Jarecki,Nicholas Jarecki,Richard Gere,United States,12000000,35485056,Lionsgate,107
The Man with the Iron Fists,R,Action,2012,"November 2, 2012 (United States)",5.4,61000,RZA,RZA,Russell Crowe,United States,15000000,20546518,Arcade Pictures,95
Cosmopolis,R,Crime,2012,"May 25, 2012 (France)",5.1,45000,David Cronenberg,David Cronenberg,Robert Pattinson,Canada,20500000,7029095,Alfama Films,109
The Campaign,R,Comedy,2012,"August 10, 2012 (United States)",6.1,126000,Jay Roach,Chris Henchy,Will Ferrell,United States,95000000,104907746,Warner Bros.,85
Frankenweenie,PG,Animation,2012,"October 5, 2012 (United States)",6.9,101000,Tim Burton,Leonard Ripps,Winona Ryder,United States,39000000,81493846,Walt Disney Pictures,87
A Royal Affair,R,Biography,2012,"March 29, 2012 (Denmark)",7.5,45000,Nikolaj Arcel,Bodil Steensen-Leth,Alicia Vikander,Denmark,0,14758997,Zentropa Entertainments,137
The Guilt Trip,PG-13,Comedy,2012,"December 19, 2012 (United States)",5.7,36000,Anne Fletcher,Dan Fogelman,Barbra Streisand,United States,40000000,41863726,Paramount Pictures,95
Stand Up Guys,R,Comedy,2012,"February 1, 2013 (United States)",6.5,54000,Fisher Stevens,Noah Haidle,Al Pacino,United States,15000000,5072654,Lionsgate,95
Deadfall,R,Crime,2012,"November 9, 2012 (Bulgaria)",6.3,39000,Stefan Ruzowitzky,Zach Dean,Eric Bana,France,12000000,1946254,Magnolia Pictures,95
The Bay,R,Horror,2012,"November 21, 2012 (Belgium)",5.7,26000,Barry Levinson,Michael Wallach,Will Rogers,United States,0,1581252,Automatik Entertainment,84
The Words,PG-13,Drama,2012,"September 7, 2012 (United States)",7,76000,Brian Klugman,Brian Klugman,Bradley Cooper,United States,6000000,15950164,Also Known As Pictures,102
The Broken Circle Breakdown,Not Rated,Drama,2012,"October 10, 2012 (Belgium)",7.7,40000,Felix van Groeningen,Johan Heldenbergh,Veerle Baetens,Belgium,0,5990754,Menuet Producties,111
Thanks for Sharing,R,Comedy,2012,"September 14, 2013 (Denmark)",6.4,27000,Stuart Blumberg,Stuart Blumberg,Mark Ruffalo,United States,0,3499442,Class 5 Films,112
Starlet,Not Rated,Drama,2012,"May 9, 2013 (Germany)",6.9,7200,Sean Baker,Sean Baker,Dree Hemingway,United States,0,146222,Maybach Film Productions,103
The Angels' Share,R,Comedy,2012,"June 1, 2012 (United Kingdom)",7,24000,Ken Loach,Paul Laverty,Paul Brannigan,United Kingdom,0,13090471,Entertainment One,101
Universal Soldier: Day of Reckoning,R,Action,2012,"October 25, 2012 (United States)",5,20000,John Hyams,John Hyams,Jean-Claude Van Damme,United States,10000000,1402307,Foresight Unlimited,114
Promised Land,R,Drama,2012,"January 4, 2013 (United States)",6.6,37000,Gus Van Sant,John Krasinski,Matt Damon,United States,15000000,11039031,Focus Features,106
Beasts of the Southern Wild,PG-13,Adventure,2012,"July 5, 2012 (Russia)",7.3,82000,Benh Zeitlin,Lucy Alibar,QuvenzhanÃ© Wallis,United States,1800000,21107746,Cinereach,93
Red Tails,PG-13,Action,2012,"January 20, 2012 (United States)",5.9,34000,Anthony Hemingway,John Ridley,Cuba Gooding Jr.,United States,58000000,50365498,Twentieth Century Fox,125
In the House,R,Drama,2012,"October 10, 2012 (France)",7.4,31000,FranÃ§ois Ozon,Juan Mayorga,Fabrice Luchini,France,0,16190771,Mandarin Films,105
The Cold Light of Day,PG-13,Action,2012,"September 7, 2012 (United States)",4.9,36000,Mabrouk El Mechri,Scott Wiper,Henry Cavill,United States,20000000,16863583,Summit Entertainment,93
The Apparition,PG-13,Horror,2012,"August 24, 2012 (United States)",4.1,19000,Todd Lincoln,Todd Lincoln,Ashley Greene,United States,17000000,11350665,Warner Bros.,82
To the Wonder,R,Drama,2012,"February 22, 2013 (Ireland)",5.9,28000,Terrence Malick,Terrence Malick,Ben Affleck,United States,0,2801166,Brothers K Productions,112
Lockout,PG-13,Action,2012,"April 13, 2012 (United States)",6.1,96000,James Mather,James Mather,Guy Pearce,France,20000000,32948113,EuropaCorp,95
Chasing Mavericks,PG,Biography,2012,"October 26, 2012 (United States)",7.1,31000,Michael Apted,Kario Salem,Jonny Weston,United States,20000000,7942116,Fox 2000 Pictures,116
One for the Money,PG-13,Action,2012,"January 27, 2012 (United States)",5.3,41000,Julie Anne Robinson,Stacy Sherman,Katherine Heigl,United States,40000000,38084162,Lakeshore Entertainment,NA
Bachelorette,R,Comedy,2012,"September 6, 2012 (Russia)",5.3,46000,Leslye Headland,Leslye Headland,Kirsten Dunst,United States,3000000,12128575,Gary Sanchez Productions,87
Lay the Favorite,R,Comedy,2012,"June 22, 2012 (United Kingdom)",4.8,11000,Stephen Frears,D.V. DeVincentis,Rebecca Hall,United States,26350000,1577272,Emmett/Furla/Oasis Films (EFO Films),94
Kahaani,Not Rated,Mystery,2012,"March 9, 2012 (India)",8.1,59000,Sujoy Ghosh,Sujoy Ghosh,Vidya Balan,India,0,459234,Boundscript,122
Parental Guidance,PG,Comedy,2012,"December 25, 2012 (United States)",6,25000,Andy Fickman,Lisa Addario,Billy Crystal,United States,25000000,119772232,Twentieth Century Fox,105
The Raven,R,Crime,2012,"April 27, 2012 (United States)",6.4,83000,James McTeigue,Hannah Shakespeare,John Cusack,United States,26000000,29699345,Intrepid Pictures,110
Liberal Arts,PG-13,Comedy,2012,"October 5, 2012 (United Kingdom)",6.7,37000,Josh Radnor,Josh Radnor,Josh Radnor,United States,2000000,1150681,BCDF Pictures,97
Stolen,R,Action,2012,"September 6, 2012 (United Arab Emirates)",5.5,44000,Simon West,David Guggenheim,Nicolas Cage,United States,35000000,17415418,Millennium Films,96
Kon-Tiki,PG-13,Adventure,2012,"April 26, 2013 (United States)",7.2,47000,Joachim RÃ¸nning,Petter Skavlan,PÃ¥l Sverre Hagen,United Kingdom,16600000,22842887,Recorded Picture Company (RPC),118
Paranormal Activity 4,R,Horror,2012,"October 19, 2012 (United States)",4.6,63000,Henry Joost,Christopher Landon,Stephen Dunham,United States,5000000,142802657,Paramount Pictures,88
Quartet,PG-13,Comedy,2012,"March 1, 2013 (United States)",6.8,19000,Dustin Hoffman,Ronald Harwood,Maggie Smith,United Kingdom,11000000,59520298,Headline Pictures,98
28 Hotel Rooms,Not Rated,Drama,2012,"November 9, 2012 (United States)",5.8,3200,Matt Ross,Matt Ross,Marin Ireland,United States,0,131208,Mott Street Pictures,82
Playing for Keeps,PG-13,Comedy,2012,"December 7, 2012 (United States)",5.7,29000,Gabriele Muccino,Robbie Fox,Gerard Butler,United States,35000000,30962335,Eclectic Pictures,105
Upside Down,PG-13,Drama,2012,"May 1, 2013 (France)",6.4,70000,Juan Solanas,Juan Solanas,Jim Sturgess,Canada,60000000,22187813,Upside Down Films,109
Great Expectations,PG-13,Drama,2012,"November 8, 2013 (United States)",6.4,13000,Mike Newell,David Nicholls,Toby Irvine,United Kingdom,0,6202879,BBC Films,128
The Odd Life of Timothy Green,PG,Comedy,2012,"August 15, 2012 (United States)",6.6,46000,Peter Hedges,Peter Hedges,Jennifer Garner,United States,25000000,56012642,Monsterfoot Productions,105
Premium Rush,PG-13,Action,2012,"August 24, 2012 (United States)",6.5,111000,David Koepp,David Koepp,Joseph Gordon-Levitt,United States,35000000,31083599,Columbia Pictures,91
Not Fade Away,R,Drama,2012,"July 19, 2013 (Turkey)",6,4400,David Chase,David Chase,John Magaro,United States,20000000,636399,Chase Films,112
Disconnect,R,Drama,2012,"July 5, 2013 (United States)",7.5,74000,Henry Alex Rubin,Andrew Stern,Jason Bateman,United States,10000000,3428048,LD Entertainment,115
Sightseers,Not Rated,Adventure,2012,"May 10, 2013 (United States)",6.5,27000,Ben Wheatley,Alice Lowe,Alice Lowe,United Kingdom,0,2122909,StudioCanal,88
The Pirates! Band of Misfits,PG,Animation,2012,"April 27, 2012 (United States)",6.7,46000,Peter Lord,Gideon Defoe,Hugh Grant,United Kingdom,55000000,123054041,Columbia Pictures,88
Chernobyl Diaries,R,Horror,2012,"May 25, 2012 (United States)",5,65000,Bradley Parker,Oren Peli,Jesse McCartney,United States,1000000,38390020,Alcon Entertainment,86
Celeste & Jesse Forever,R,Comedy,2012,"August 3, 2012 (Canada)",6.6,30000,Lee Toland Krieger,Rashida Jones,Rashida Jones,United States,0,3640975,Envision Media Arts,92
Talaash,Not Rated,Crime,2012,"November 30, 2012 (India)",7.2,40000,Reema Kagti,Farhan Akhtar,Aamir Khan,India,7395080,5277766,Aamir Khan Productions,140
Hope Springs,PG-13,Comedy,2012,"August 8, 2012 (United States)",6.3,42000,David Frankel,Vanessa Taylor,Meryl Streep,United States,30000000,114281051,Columbia Pictures,100
People Like Us,PG-13,Comedy,2012,"June 29, 2012 (United States)",7.1,42000,Alex Kurtzman,Alex Kurtzman,Chris Pine,United States,16000000,12558931,Dreamworks Pictures,114
The ABCs of Death,Not Rated,Comedy,2012,"April 26, 2013 (United Kingdom)",4.7,18000,Directors,Ant Timpson,Ingrid BolsÃ¸ Berdal,United States,0,23589,Magnet Releasing,129
Into the White,R,Action,2012,"April 12, 2013 (United States)",7.2,20000,Petter NÃ¦ss,Ole Meldgaard,Florian Lukas,Norway,0,712216,Zentropa International Norway,104
The Sweeney,R,Action,2012,"March 1, 2013 (United States)",6.1,19000,Nick Love,Nick Love,Ray Winstone,United Kingdom,0,7708312,Vertigo Films,112
Vamps,PG-13,Comedy,2012,"November 2, 2012 (United States)",5.2,9700,Amy Heckerling,Amy Heckerling,Alicia Silverstone,United States,16000000,92748,Lucky Monkey Pictures,92
Barfi!,Not Rated,Comedy,2012,"September 14, 2012 (India)",8.1,78000,Anurag Basu,Anurag Basu,Ranbir Kapoor,India,0,4490134,UTV Motion Pictures,151
Bel Ami,R,Crime,2012,"March 9, 2012 (United Kingdom)",5.4,18000,Declan Donnellan,Guy de Maupassant,Robert Pattinson,United Kingdom,0,9374932,Redwave Films,102
Unfinished Song,PG-13,Comedy,2012,"February 22, 2013 (United Kingdom)",7,7400,Paul Andrew Williams,Paul Andrew Williams,Terence Stamp,United Kingdom,0,9166865,Steel Mill Pictures,90
A Thousand Words,PG-13,Comedy,2012,"March 9, 2012 (United States)",5.9,41000,Brian Robbins,Steve Koren,Eddie Murphy,United States,40000000,22044277,DreamWorks,91
Like Someone in Love,Not Rated,Drama,2012,"September 15, 2012 (Japan)",7,11000,Abbas Kiarostami,Abbas Kiarostami,Rin Takanashi,Japan,0,562878,Centre national du cinÃ©ma et de l'image animÃ©e (CNC),109
Escape from Planet Earth,PG,Animation,2012,"February 15, 2013 (United States)",5.9,25000,Cal Brunker,Bob Barlen,Brendan Fraser,United States,40000000,74939189,Blue Yonder Films,89
The Reluctant Fundamentalist,R,Drama,2012,"May 17, 2013 (India)",6.9,14000,Mira Nair,Javed Akhtar,Riz Ahmed,United States,0,2176576,Cine Mosaic,130
Much Ado About Nothing,PG-13,Comedy,2012,"June 14, 2013 (United Kingdom)",7.1,16000,Joss Whedon,William Shakespeare,Alexis Denisof,United States,0,5341221,Bellwether Pictures,109
Ginger & Rosa,PG-13,Drama,2012,"October 19, 2012 (United Kingdom)",6.3,11000,Sally Potter,Sally Potter,Elle Fanning,United Kingdom,0,1674776,Adventure Pictures,90
"For a Good Time, Call...",R,Comedy,2012,"November 2, 2012 (United Kingdom)",6,16000,Jamie Travis,Katie Anne Naylon,Ari Graynor,United States,850000,1386088,AdScott Pictures,85
Big Miracle,PG,Biography,2012,"February 3, 2012 (United States)",6.5,19000,Ken Kwapis,Jack Amiel,Drew Barrymore,United States,40000000,24740061,Universal Pictures,107
What Maisie Knew,R,Drama,2012,"May 3, 2013 (United States)",7.4,27000,Scott McGehee,Nancy Doyne,Julianne Moore,United States,6000000,2711379,Red Crown Productions,99
The Devil Inside,R,Horror,2012,"January 6, 2012 (United States)",4.2,35000,William Brent Bell,William Brent Bell,Fernanda Andrade,United States,1000000,101758490,Insurge Pictures,83
Cocktail,Not Rated,Comedy,2012,"July 13, 2012 (United Kingdom)",6.3,14000,Homi Adajania,Imtiaz Ali,Saif Ali Khan,United Kingdom,7980000,2724695,Cocktail Film,146
Fun Size,PG-13,Adventure,2012,"October 26, 2012 (United States)",5.4,14000,Josh Schwartz,Max Werner,Victoria Justice,United States,14000000,11417362,Paramount Pictures,86
"Farewell, My Queen",R,Drama,2012,"March 21, 2012 (France)",6.2,8200,BenoÃ®t Jacquot,BenoÃ®t Jacquot,LÃ©a Seydoux,France,0,6366835,GMT Productions,100
The Magic of Belle Isle,PG,Comedy,2012,"July 6, 2012 (United States)",7,18000,Rob Reiner,Guy Thomas,Morgan Freeman,United States,0,123821,Magnolia Pictures,109
Robot & Frank,PG-13,Comedy,2012,"September 19, 2012 (France)",7.1,63000,Jake Schreier,Christopher Ford,Peter Sarsgaard,United States,2500000,4806423,Dog Run Pictures,89
The Wolf of Wall Street,R,Biography,2013,"December 25, 2013 (United States)",8.2,1200000,Martin Scorsese,Terence Winter,Leonardo DiCaprio,United States,100000000,392000694,Red Granite Pictures,180
Iron Man 3,PG-13,Action,2013,"May 3, 2013 (United States)",7.1,779000,Shane Black,Drew Pearce,Robert Downey Jr.,United States,200000000,1214811252,Marvel Studios,130
The Conjuring,R,Horror,2013,"July 19, 2013 (United States)",7.5,464000,James Wan,Chad Hayes,Patrick Wilson,United States,20000000,320290989,New Line Cinema,112
Prisoners,R,Crime,2013,"September 20, 2013 (United States)",8.1,625000,Denis Villeneuve,Aaron Guzikowski,Hugh Jackman,United States,46000000,122126687,Alcon Entertainment,153
Thor: The Dark World,PG-13,Action,2013,"November 8, 2013 (United States)",6.8,618000,Alan Taylor,Christopher L. Yost,Chris Hemsworth,United States,170000000,644783140,Marvel Studios,112
The Purge,R,Horror,2013,"June 7, 2013 (United States)",5.7,209000,James DeMonaco,James DeMonaco,Ethan Hawke,United States,3000000,89328627,Universal Pictures,85
Grown Ups 2,PG-13,Comedy,2013,"July 12, 2013 (United States)",5.4,144000,Dennis Dugan,Fred Wolf,Adam Sandler,United States,80000000,246984278,Columbia Pictures,101
Fast & Furious 6,PG-13,Action,2013,"May 24, 2013 (United States)",7,377000,Justin Lin,Chris Morgan,Vin Diesel,United States,160000000,788680968,Universal Pictures,130
Gravity,PG-13,Drama,2013,"October 4, 2013 (United States)",7.7,784000,Alfonso CuarÃ³n,Alfonso CuarÃ³n,Sandra Bullock,United Kingdom,100000000,723192705,Warner Bros.,91
About Time,R,Comedy,2013,"November 8, 2013 (United States)",7.8,317000,Richard Curtis,Richard Curtis,Domhnall Gleeson,United Kingdom,12000000,87100449,Translux,123
The Hobbit: The Desolation of Smaug,PG-13,Adventure,2013,"December 13, 2013 (United States)",7.8,615000,Peter Jackson,Fran Walsh,Ian McKellen,New Zealand,225000000,959007513,Metro-Goldwyn-Mayer (MGM),161
Man of Steel,PG-13,Action,2013,"June 14, 2013 (United States)",7,721000,Zack Snyder,David S. Goyer,Henry Cavill,United States,225000000,668045518,Warner Bros.,143
Under the Skin,R,Drama,2013,"March 14, 2014 (United Kingdom)",6.3,134000,Jonathan Glazer,Walter Campbell,Scarlett Johansson,United Kingdom,13300000,5866389,Film4,108
Blue Is the Warmest Colour,NC-17,Drama,2013,"October 9, 2013 (Belgium)",7.7,142000,Abdellatif Kechiche,Abdellatif Kechiche,LÃ©a Seydoux,France,0,19465835,Quat'sous Films,180
Only Lovers Left Alive,R,Comedy,2013,"December 25, 2013 (Germany)",7.3,94000,Jim Jarmusch,Jim Jarmusch,Tilda Swinton,United Kingdom,7000000,7609187,Recorded Picture Company (RPC),123
Her,R,Drama,2013,"January 10, 2014 (United States)",8,559000,Spike Jonze,Spike Jonze,Joaquin Phoenix,United States,23000000,48517427,Annapurna Pictures,126
Snowpiercer,R,Action,2013,"July 11, 2014 (United States)",7.1,335000,Bong Joon Ho,Jacques Lob,Chris Evans,South Korea,39200000,86758912,SnowPiercer,126
We're the Millers,R,Comedy,2013,"August 7, 2013 (United States)",7,415000,Rawson Marshall Thurber,Bob Fisher,Jason Sudeikis,United States,37000000,269994119,New Line Cinema,110
Kick-Ass 2,R,Action,2013,"August 16, 2013 (United States)",6.5,259000,Jeff Wadlow,Jeff Wadlow,Aaron Taylor-Johnson,United Kingdom,28000000,60795985,Universal Pictures,103
Frozen,PG,Animation,2013,"November 27, 2013 (United States)",7.4,585000,Chris Buck,Jennifer Lee,Kristen Bell,United States,150000000,1281508100,Walt Disney Animation Studios,102
The Great Gatsby,PG-13,Drama,2013,"May 10, 2013 (United States)",7.2,494000,Baz Luhrmann,Baz Luhrmann,Leonardo DiCaprio,Australia,105000000,353642274,Warner Bros.,143
American Hustle,R,Crime,2013,"December 20, 2013 (United States)",7.2,458000,David O. Russell,Eric Warren Singer,Christian Bale,United States,40000000,251171807,Columbia Pictures,138
The Green Inferno,R,Adventure,2013,"September 25, 2015 (United States)",5.3,41000,Eli Roth,Eli Roth,Lorenza Izzo,United States,5000000,12666449,Worldview Entertainment,100
Rush,R,Action,2013,"September 27, 2013 (United States)",8.1,446000,Ron Howard,Peter Morgan,Daniel BrÃ¼hl,United Kingdom,38000000,96983009,Exclusive Media Group,123
Monsters University,G,Animation,2013,"June 21, 2013 (United States)",7.2,332000,Dan Scanlon,Dan Scanlon,Billy Crystal,United States,200000000,743559645,Walt Disney Pictures,104
Don Jon,R,Comedy,2013,"September 27, 2013 (United States)",6.5,232000,Joseph Gordon-Levitt,Joseph Gordon-Levitt,Joseph Gordon-Levitt,United States,3000000,39439355,Voltage Pictures,90
Now You See Me,PG-13,Crime,2013,"May 31, 2013 (United States)",7.2,612000,Louis Leterrier,Ed Solomon,Jesse Eisenberg,United States,75000000,351723989,Summit Entertainment,115
Oblivion,PG-13,Action,2013,"April 19, 2013 (United States)",7,495000,Joseph Kosinski,Karl Gajdusek,Tom Cruise,United States,120000000,286168572,Universal Pictures,124
Identity Thief,R,Comedy,2013,"February 8, 2013 (United States)",5.7,128000,Seth Gordon,Craig Mazin,Jason Bateman,United States,35000000,173965010,Aggregate Films,111
Nymphomaniac: Vol. I,Not Rated,Drama,2013,"March 6, 2014 (United States)",6.9,119000,Lars von Trier,Lars von Trier,Charlotte Gainsbourg,Denmark,0,13551156,Zentropa Entertainments,117
Star Trek Into Darkness,PG-13,Action,2013,"May 16, 2013 (United States)",7.7,468000,J.J. Abrams,Roberto Orci,Chris Pine,United States,190000000,467365246,Paramount Pictures,132
The Hunger Games: Catching Fire,PG-13,Action,2013,"November 22, 2013 (United States)",7.5,626000,Francis Lawrence,Simon Beaufoy,Jennifer Lawrence,United States,130000000,865011746,Color Force,146
Homefront,R,Action,2013,"November 27, 2013 (United States)",6.5,113000,Gary Fleder,Sylvester Stallone,Jason Statham,United States,22000000,48449416,Open Road Films (II),100
